iter	RMSE
354	0.01395111455
355	0.01394209254
356	0.01393933709
357	0.01392820743
358	0.01391357967
359	0.013886117
360	0.01388315052
361	0.01387702465
362	0.01386948502
363	0.01386326547
364	0.01385791005
365	0.01384604746
366	0.01384376188
367	0.01383587829
368	0.01382333547
369	0.01379151569
370	0.0136983289
371	0.01369457054
372	0.01366516383
373	0.01358974981
374	0.01358625111
375	0.01355265996
376	0.01350168875
377	0.01349850608
378	0.01344930047
379	0.01344215929
380	0.01343072276
381	0.0134245499
382	0.01336955313
383	0.0133652882
384	0.0133332109
385	0.01333079921
386	0.01332561568
387	0.01332087174
388	0.01326979826
389	0.01326731741
390	0.01321799519
391	0.01320466904
392	0.01320212861
393	0.01308145227
394	0.01307933699
395	0.01307493404
396	0.01306433399
397	0.01293152432
398	0.01292956437
399	0.01290240956
400	0.01289279537
401	0.01288913052
402	0.01282368636
403	0.01279589123
404	0.01275231195
405	0.01266684407
406	0.0126573833
407	0.01265125471
408	0.01263710721
409	0.01263158929
410	0.01262664824
411	0.01262422871
412	0.01261340956
413	0.01260715779
414	0.01260422891
415	0.01260056171
416	0.01259591024
417	0.0125435966
418	0.01250329595
419	0.01245876554
420	0.01244590074
421	0.01244383048
422	0.01243442135
423	0.01240540727
424	0.01239015192
425	0.01237709954
426	0.01237494155
427	0.01233794082
428	0.0123111837
429	0.01230918735
430	0.01229475846
431	0.0122818161
432	0.01226987282
433	0.01226759631
434	0.01225688643
435	0.01224197752
436	0.0122365846
437	0.01220716097
438	0.01209156578
439	0.01208313855
440	0.01207510948
441	0.01206835088
442	0.01200569189
443	0.0120033651
444	0.0119895299
445	0.01198696821
446	0.01193348788
447	0.01191028576
448	0.01190781387
449	0.01181891976
450	0.01178713723
451	0.0117560347
452	0.01175414702
453	0.01173247751
454	0.01169165457
455	0.01168762863
456	0.01159565908
457	0.01155905705
458	0.01155788137
459	0.01155371094
460	0.01153769773
461	0.01145768667
462	0.01142506837
463	0.01139646376
464	0.01135742807
465	0.01132851786
466	0.0112948395
467	0.01123278082
468	0.01121835491
469	0.01120238644
470	0.01117694025
471	0.01116112291
472	0.01109699019
473	0.01103976976
474	0.01100659881
475	0.01091178417
476	0.01090002644
477	0.01085890611
478	0.01084138617
479	0.01076423519
480	0.01074444441
481	0.01070805334
482	0.01065168723
483	0.01062459287
484	0.01058179452
485	0.01057309769
486	0.01056636475
487	0.01051230954
488	0.01050343079
489	0.01049771102
490	0.01049172275
491	0.01042129346
492	0.01041396446
493	0.01041005994
494	0.01037554985
495	0.01037014767
496	0.01036037885
497	0.01035072215
498	0.01032422864
499	0.01030072095
500	0.01029695253
501	0.0102594533
502	0.01023094981
503	0.01019977717
504	0.01019294325
505	0.01016668524
506	0.01014770478
507	0.01014256002
508	0.01013345922
509	0.0101310805
510	0.01012908561
511	0.01012108005
512	0.01011779709
513	0.01011298333
514	0.01010642155
515	0.01009864983
516	0.01007808717
517	0.01004415909
518	0.01000869692
519	0.009998953155
520	0.009996174282
521	0.009988869369
522	0.009927084561
523	0.009917927834
524	0.009913322361
525	0.009907366539
526	0.009905426676
527	0.009902660881
528	0.009901131662
529	0.009899095221
530	0.009897355379
531	0.009878607784
532	0.009875353688
533	0.009873095824
534	0.009841739784
535	0.009840042665
536	0.009838354684
537	0.009836306751
538	0.009827919986
539	0.009781699883
540	0.009752694277
541	0.009740672394
542	0.009739023455
543	0.009737792595
544	0.009693024303
545	0.009660571555
546	0.009625042673
547	0.009621367866
548	0.009619962675
549	0.009617684953
550	0.009606765668
551	0.009578152374
552	0.009551135653
553	0.009544959004
554	0.009543493445
555	0.009542223734
556	0.009517801092
557	0.009506259236
558	0.009505014868
559	0.009479073975
560	0.009454386675
561	0.009445587338
562	0.009433411379
563	0.009431284885
564	0.009398417614
565	0.009396948547
566	0.009360125311
567	0.009355519062
568	0.009348809846
569	0.009345879904
570	0.009339151379
571	0.009335552639
572	0.009314082457
573	0.009290802598
574	0.009252164823
575	0.009250598533
576	0.009232210534
577	0.009229677204
578	0.009227569779
579	0.00922651966
580	0.009195348875
581	0.009164349864
582	0.009162946128
583	0.009161755959
584	0.009160404893
585	0.009148833383
586	0.009147954734
587	0.009135408628
588	0.009119897742
589	0.009113567275
590	0.009111321173
591	0.009108791835
592	0.009068203729
593	0.009067142713
594	0.009065067768
595	0.009049285244
596	0.00904764116
597	0.00904630908
598	0.008997769713
599	0.008995862679
600	0.008993975834
601	0.008970572658
602	0.00896493481
603	0.008959499052
604	0.008950495612
605	0.008904823893
606	0.008902649242
607	0.008891392696
608	0.008882276679
609	0.00887716846
610	0.008859208289
611	0.008843660961
612	0.008835590684
613	0.008828636061
614	0.008822337221
615	0.008792041905
616	0.008791022062
617	0.00878983298
618	0.008754704134
619	0.008724657554
620	0.008720290099
621	0.008704478348
622	0.008698998081
623	0.0086952093
624	0.008651689543
625	0.008649534851
626	0.008646110772
627	0.008617291285
628	0.008602067131
629	0.008601123992
630	0.008593629303
631	0.008589062356
632	0.008584371458
633	0.00855458315
634	0.008526605894
635	0.008519552285
636	0.00851858806
637	0.00851592145
638	0.008481464264
639	0.008471054368
640	0.00845848426
641	0.008424147986
642	0.008422170612
643	0.008406371911
644	0.008403484692
645	0.008402401391
646	0.008398795025
647	0.008395541461
648	0.008379807418
649	0.008359946193
650	0.008356899421
651	0.008343970196
652	0.008334039939
653	0.008330214958
654	0.008329358203
655	0.008328153289
656	0.008314997945
657	0.008306563006
658	0.008304760219
659	0.008285335979
660	0.008257462009
661	0.008253199658
662	0.008248168763
663	0.008246564361
664	0.008244845658
665	0.008243047484
666	0.008240843846
667	0.008230873435
668	0.008229499365
669	0.008227809378
670	0.008196383024
671	0.008144944016
672	0.008127827034
673	0.008111645262
674	0.00810441142
675	0.008093084787
676	0.008090812014
677	0.008081139046
678	0.008079732122
679	0.008048792325
680	0.008044438169
681	0.00802785413
682	0.00801301648
683	0.007998002523
684	0.007968303492
685	0.007967381033
686	0.007955792921
687	0.007951319432
688	0.007947023714
689	0.007945877382
690	0.007942530798
691	0.007941718283
692	0.007936295725
693	0.007934435281
694	0.007933122324
695	0.00791380081
696	0.007896084423
697	0.00789413815
698	0.007892728687
699	0.007891433509
700	0.007890211334
701	0.007888940174
702	0.007883384123
703	0.00786066053
704	0.007856966681
705	0.007855885666
706	0.007833530964
707	0.007832456349
708	0.00782718935
709	0.007795585528
710	0.007750878806
711	0.00774712577
712	0.007725969605
713	0.007717058259
714	0.007692778491
715	0.007678862196
716	0.007677847716
717	0.007673257402
718	0.007669211714
719	0.007649469465
720	0.007646909866
721	0.007605324933
722	0.00759998664
723	0.007599055486
724	0.007598197681
725	0.007596901482
726	0.007588442915
727	0.007585695692
728	0.007577716121
729	0.007574289439
730	0.007573017893
731	0.007571774997
732	0.007541340681
733	0.00754025155
734	0.007539839847
735	0.007536270584
736	0.007525592086
737	0.007524431358
738	0.007522708314
739	0.007510430192
740	0.007502885959
741	0.007501833314
742	0.007501049089
743	0.007474238753
744	0.007469951298
745	0.007467332818
746	0.007467017802
747	0.00743379218
748	0.007396909909
749	0.007383998368
750	0.007381389519
751	0.007380714709
752	0.007378845256
753	0.007375667131
754	0.007356024188
755	0.007342857379
756	0.007326492892
757	0.007315925982
758	0.007301395179
759	0.007287854495
760	0.007285692718
761	0.007276248222
762	0.007257520546
763	0.007256466854
764	0.007255316189
765	0.007250776595
766	0.007240762304
767	0.007239624986
768	0.007239023719
769	0.007232201986
770	0.007212400101
771	0.007211433268
772	0.007210258145
773	0.007207502394
774	0.007188321145
775	0.007165710948
776	0.007149945021
777	0.007149318707
778	0.007146222641
779	0.007143472808
780	0.007118019555
781	0.007107114238
782	0.007095557394
783	0.007083782427
784	0.007071623981
785	0.007056699028
786	0.007019612635
787	0.007011208818
788	0.007001152619
789	0.006997879731
790	0.006995773496
791	0.006995047674
792	0.006976336301
793	0.006947948846
794	0.006944200172
795	0.006926781314
796	0.006923788245
797	0.00690239946
798	0.006890521099
799	0.006875404463
800	0.006859153115
801	0.006856628155
802	0.006855498792
803	0.006854176293
804	0.006846445497
805	0.006837694067
806	0.006833860057
807	0.006832615657
808	0.006831771325
809	0.006812005395
810	0.006811169649
811	0.006796056075
812	0.006774525685
813	0.006766277822
814	0.006764333776
815	0.006762633717
816	0.006761944129
817	0.006752613372
818	0.006750042247
819	0.006749335154
820	0.00674713574
821	0.006746086984
822	0.006743834495
823	0.006735669524
824	0.006733503688
825	0.006723028983
826	0.006720478475
827	0.006706558832
828	0.006705468386
829	0.006704593075
830	0.006692632237
831	0.006691825362
832	0.006681243119
833	0.006668118522
834	0.006667263815
835	0.006664438321
836	0.006636088934
837	0.006633767072
838	0.006602322416
839	0.006594116895
840	0.006592100213
841	0.006590910974
842	0.006586768311
843	0.006585934223
844	0.006582506505
845	0.006573253245
846	0.006572607114
847	0.006556642231
848	0.006554475099
849	0.006542808078
850	0.006534893245
851	0.006520405481
852	0.006519668122
853	0.006518677267
854	0.006516974786
855	0.006507443011
856	0.006506808341
857	0.006500498322
858	0.006500042854
859	0.006496629487
860	0.006465881323
861	0.006462328511
862	0.006443904136
863	0.006443072211
864	0.006442445161
865	0.00643512192
866	0.006423103908
867	0.006422629118
868	0.006422211315
869	0.00641989409
870	0.006413813719
871	0.006396571171
872	0.006394546879
873	0.00639239508
874	0.006391414917
875	0.006382348414
876	0.006381631705
877	0.006373799994
878	0.006372944749
879	0.006360680365
880	0.006344838906
881	0.006327708429
882	0.006326991465
883	0.006301253569
884	0.006289391429
885	0.006274777864
886	0.006245497995
887	0.006237024933
888	0.006234936324
889	0.006227487804
890	0.006214135923
891	0.006189799112
892	0.006187852494
893	0.0061862675
894	0.006183263184
895	0.006181702222
896	0.00618106159
897	0.006178939
898	0.006178335929
899	0.006166760631
900	0.006163821284
901	0.006156384638
902	0.006140250189
903	0.006139737604
904	0.006114835837
905	0.0060882289
906	0.006084028872
907	0.006071754802
908	0.006070013088
909	0.006057194615
910	0.006042224648
911	0.006039583347
912	0.006038152171
913	0.006026794224
914	0.006022674095
915	0.005996030212
916	0.005995399316
917	0.005994579283
918	0.005993947301
919	0.005993255235
920	0.0059683314
921	0.005966679449
922	0.00594536403
923	0.005934320449
924	0.005923730542
925	0.005921079892
926	0.005897588033
927	0.005883619342
928	0.005877390034
929	0.00586725047
930	0.005865236937
931	0.005863669034
932	0.0058613705
933	0.005860799469
934	0.005838702051
935	0.0058289319
936	0.005816309414
937	0.005815613629
938	0.005806223919
939	0.005804700519
940	0.005804016493
941	0.005795010246
942	0.005772573281
943	0.005772056488
944	0.005771590094
945	0.005764312917
946	0.005763697836
947	0.005761138665
948	0.00575245236
949	0.005745381346
950	0.005744299515
951	0.005738599822
952	0.005737473362
953	0.005727095876
954	0.005706837066
955	0.005704452055
956	0.005694938054
957	0.005686010986
958	0.005669050785
959	0.005668433172
960	0.00566208645
961	0.005656799038
962	0.005655849688
963	0.005643659089
964	0.005633450235
965	0.005628929742
966	0.005608389597
967	0.005606568816
968	0.005603958967
969	0.005602984234
970	0.005591740785
971	0.005584961069
972	0.005584623058
973	0.005583240518
974	0.005580638922
975	0.00557032739
976	0.005569934327
977	0.005569349763
978	0.005568620254
979	0.005567305249
980	0.005562426512
981	0.005561255736
982	0.005556750023
983	0.005554465641
984	0.005553925149
985	0.005553384805
986	0.005547145393
987	0.005527725667
988	0.005526950733
989	0.005517437099
990	0.005515864542
991	0.005508436167
992	0.005498533747
993	0.005498048006
994	0.005496114985
995	0.005477990129
996	0.005477607915
997	0.005462198101
998	0.005461242135
999	0.005455433259
